Nombre,Categoría,Dirección,Teléfono,Web,Email,Valoración,Nº Reseñas,Nivel Precio,Tipos Google,Latitud,Longitud,Horarios,Estado,Google Maps,Place ID,Provincia,Región,País,Web válida (IA),Calidad (IA),Búsqueda
Leticia Pérez Estudio de Danza y Pilates,🧘‍♀️ Centro de pilates,"C. Adela Bazo, 10, 31006 Pamplona, Navarra, Spain",695 66 06 66,http://www.leticiaestudio.com/,,5,110,,"establishment, point_of_interest",42.8040655,-1.624665,,OPERATIONAL,,ChIJM64XFsWTUA0RmkoLoxMyccY,Navarra,Comunidad Foral de Navarra,España,No,2,centro pilates · españa
Dreamfit Gasteiz,🧘‍♀️ Centro de yoga,"Plaza del Renacimiento, 01004 Vitoria-Gasteiz, Araba, Spain",,https://www.dreamfit.es/centros/vitoria,,4.5,467,,"establishment, gym, health, point_of_interest",42.8409311,-2.6657577,,OPERATIONAL,,ChIJ13Gp4XrCTw0RnCLIK-kW2J0,Álava,País Vasco,España,No,2,centro pilates · españa
Centro deportivo Sauter,🧘‍♀️ Centro de yoga,"Pol. Ind. La Ceramica, Av. de los Pirineos, 78, 22300 Barbastro, Huesca, Spain",617 54 29 88,https://www.instagram.com/sauterfitness,,4.8,112,,"establishment, gym, health, point_of_interest",42.0427773,0.1388126,,OPERATIONAL,,ChIJxcXDcyaFpxIRE8EtRWV7Nrw,Huesca,Aragón,España,No,1,centro pilates · españa
Arenas Health Club,🧘‍♀️ Centro de yoga,"C. Mosquera, 1, 31500 Tudela, Navarra, Spain",948 82 03 08,http://www.sdrarenas.com/,,4.5,255,,"establishment, gym, health, point_of_interest",42.0621365,-1.6000983,,OPERATIONAL,,ChIJF0XYi1RPWg0Rmf1h6Bx3_qE,Navarra,Comunidad Foral de Navarra,España,Sí,5,centro pilates · españa
Synergym Logroño Las Gaunas,🧘‍♀️ Centro de yoga,"C. Huesca, 17, 26002 Logroño, La Rioja, Spain",631 52 47 28,https://synergym.es/logrono-las-gaunas/,,4.9,583,,"establishment, gym, health, point_of_interest",42.458878,-2.4486765,,OPERATIONAL,,ChIJa-MFi4CrWg0RRZDvps3dv5U,La Rioja,La Rioja,España,No,2,centro pilates · españa
Synergym Logroño Ribera,🧘‍♀️ Centro de yoga,"C. la Manzanera, 2, 26004 Logroño, La Rioja, Spain",,https://synergym.es/logrono-ribera/,,4.6,343,,"establishment, gym, health, point_of_interest",42.4685077,-2.4357412,,OPERATIONAL,,ChIJt5MH3zCrWg0Rr3oFvmNimn8,La Rioja,La Rioja,España,No,2,centro pilates · españa
Cumbre Fisioterapia - Fisioterapia y Osteopatía Zaragoza,🧘‍♀️ Centro de yoga,"Av. de Pablo Gargallo, 82, 50003 Zaragoza, Spain",665 21 76 20,https://cumbrefisioterapia.es/,,4.9,312,,"establishment, gym, health, physiotherapist, point_of_interest",41.6609647,-0.8994217,,OPERATIONAL,,ChIJc8WvPLgUWQ0RA7Hy_Olkvms,Zaragoza,Aragón,España,No,1,centro pilates · españa
GIMNAS CAMPILLO SPORT - CLUB ESPORTIU MOLLERUSSA,🧘‍♀️ Centro de yoga,"y, Carrer de Ferrer i Busquets, 18, 25230 Mollerussa, Lleida, Spain",641 81 39 55,https://www.instagram.com/gimnas_campillosport/,,4.9,638,,"establishment, gym, health, point_of_interest",41.6298942,0.8916079,,OPERATIONAL,,ChIJecm6ftvqphIRQxzJlejknO8,Lleida,Cataluña,España,No,2,centro pilates · españa
Synergym Lleida Clot,🧘‍♀️ Centro de yoga,"Av. Prat de la Riba, 82, 25004 Lleida, Spain",,http://synergym.es/lleida-clot/,,4.8,1921,,"establishment, gym, health, point_of_interest",41.6224696,0.6278784,,OPERATIONAL,,ChIJnVc_xXLhphIReX5KwTvzNFA,Lleida,Cataluña,España,Sí,5,centro pilates · españa
Fitness Park Lleida Plaza - Noguerola,🧘‍♀️ Centro de yoga,"Plaça Noguerola, 25005 Lleida, Spain",658 50 09 24,https://www.fitnesspark.es/club/lleida-plaza-noguerola,,4.6,696,,"establishment, gym, health, point_of_interest",41.619507,0.6325602,,OPERATIONAL,,ChIJj2TC05bhphIRYpG0L51X3k0,Lleida,Cataluña,España,Sí,5,centro pilates · españa
Estudio Pilates Irache Sádaba,🧘‍♀️ Centro de yoga,"C. de García Galdeano, 17, 50004 Zaragoza, Spain",696 80 53 44,http://www.pilatesirachesadaba.com/,,5,103,,"establishment, gym, health, point_of_interest",41.65039,-0.891607,,OPERATIONAL,,ChIJH6hngcMUWQ0RTNNFZDR9a2w,Zaragoza,Aragón,España,No,2,centro pilates · españa
DOM Fitness Concept - Centro de entrenamiento en Zaragoza,🧘‍♀️ Centro de yoga,"Vía Hispanidad, 13, Casablanca, 50009 Zaragoza, Spain",641 58 47 46,https://domfitness.es/,,5,165,,"establishment, gym, health, physiotherapist, point_of_interest",41.6330773,-0.9078506,,OPERATIONAL,,ChIJO3WbhdRqWQ0RO6FGVr55wPo,Zaragoza,Aragón,España,No,2,centro pilates · españa
Klinos Fisioterapia- osteopathy Infant Colic,🧘‍♀️ Centro de yoga,"C. del Dr. Iranzo, 82, BAJO LOCAL, 50002 Zaragoza, Spain",663 27 06 85,http://xanarasalud.es/,info@xanarasalud.es,5,414,,"establishment, gym, health, point_of_interest",41.64918,-0.86356,,OPERATIONAL,,ChIJb-Ao8VkUWQ0RBeApJAZLOKA,Zaragoza,Aragón,España,Sí,5,centro pilates · españa
Ignis Gym,🧘‍♀️ Centro de yoga,"Polígono Industrial Les Tapies, Carrer Gil-Vernet, No.27, nave 7, 43890, Tarragona, Spain",653 12 36 03,http://www.ignisgym.com/,,4.9,382,,"establishment, gym, health, point_of_interest",41.006151,0.91429,,OPERATIONAL,,ChIJc-Eae15AoRIRHlF331kDPJI,Tarragona,Cataluña,España,Sí,5,centro pilates · españa
Fisioterapia Castellón | Centro Lledó,🧘‍♀️ Centro de yoga,"Av. de la Mare de Déu del Lledó, 9, Entresuelo, 12004 Castellón de la Plana, Castellón, Spain",964 26 12 53,http://www.centrolledo.com/,info@centrolledo.com,4.9,302,,"establishment, gym, health, point_of_interest",39.9895327,-0.0334997,,OPERATIONAL,,ChIJ-5VVi9H_Xw0RSCYwUqrP1y8,Castellón,Comunidad Valenciana,España,No,1,centro pilates · españa
Gimnasio Infinit Fitness Magic World - Abierto 24 horas,🧘‍♀️ Centro de yoga,"Carrer l'Antina, 3, 12594 Orpesa, Castelló, Spain",914 28 71 21,https://www.infinitfitness.es/clubs/magicworld,,4.7,187,,"establishment, gym, health, point_of_interest",40.1081375,0.1498251,,OPERATIONAL,,ChIJzefdKAcboBIRY9dqSbW9qv0,Tarragona,Cataluña,España,No,1,centro pilates · españa
elix pilates,🧘‍♀️ Centro de yoga,"Carrer del Mestre Ripollés, 28, 12005 Castelló de la Plana, Castelló, Spain",603 03 15 63,http://www.elixpilates.com/,hola@elixpilates.com,4.8,176,,"establishment, gym, health, point_of_interest",39.9814517,-0.0329901,,OPERATIONAL,,ChIJwccI0fEBYA0Rvw4tqalhAUo,Valencia,Comunidad Valenciana,España,No,1,centro pilates · españa
L*Mental Pilates Studio,🧘‍♀️ Centro de yoga,"Av. Sierra Espadan, 58, Local, 12200 Onda, Castellón, Spain",614 26 11 25,https://www.instagram.com/l_mentalstudio,,5,115,,"establishment, gym, health, point_of_interest",39.9678308,-0.2586386,,OPERATIONAL,,ChIJp5HicQgLYA0Rvn0PDUgQT8g,Castellón,Comunidad Valenciana,España,Sí,4,centro pilates · españa
PILATES PATERNA Veronika Kovacs,🧘‍♀️ Centro de yoga,"Av. del Primer de Maig, 78, 46980 Paterna, Valencia, Spain",643 54 15 42,https://www.pilatespaterna.com/,,5,109,,"establishment, gym, health, point_of_interest",39.5079535,-0.4428475,,OPERATIONAL,,ChIJP2C10VJFYA0RPrS1d9foNjE,Valencia,Comunidad Valenciana,España,Sí,5,centro pilates · españa
Magdala Sport | Gimnasio y clínica en Cuenca,🧘‍♀️ Centro de pilates,"C. Mariano Catalina, nº1, 16004 Cuenca, Spain",627 21 28 99,https://magdalasport.com/,,4.9,135,,"establishment, health, point_of_interest",40.0677743,-2.1359042,,OPERATIONAL,,ChIJ-VWiuZNnXQ0RYaWKzVi3xFA,Cuenca,Castilla-La Mancha,España,No,2,centro pilates · españa
Oxigeno Sport & Wellness,🧘‍♀️ Centro de yoga,"C. Esperanza, 49, 13300 Valdepeñas, Ciudad Real, Spain",926 31 16 25,http://www.oxigenosport.com/,,4.9,293,,"establishment, gym, health, point_of_interest",38.763412,-3.382493,,OPERATIONAL,,ChIJZcNFDoM3aQ0RKgWsaL1Bcjw,Ciudad Real,Castilla-La Mancha,España,Sí,5,centro pilates · españa
Mac Fitness Andujar,🧘‍♀️ Centro de yoga,"Av. de Bruselas, 23740 Andújar, Jaén, Spain",953 51 20 47,https://cerezomacfitness.com/,info@cerezomacfitness.com,4.9,474,,"establishment, gym, health, point_of_interest",38.0359992,-4.0389447,,OPERATIONAL,,ChIJ42fJV002bA0R89P3VswoL8o,Jaén,Andalucía,España,No,1,centro pilates · españa
imaGym Puertollano |Centro,🧘‍♀️ Centro de yoga,"C. Torrecilla, 20, 13500 Puertollano, Ciudad Real, Spain",,https://imagym.es/gimnasios/puertollano-centro/,,4.8,370,,"establishment, gym, health, point_of_interest",38.6872903,-4.1116405,,OPERATIONAL,,ChIJ0f3vFumNaw0R8s3a6EK7jS4,Ciudad Real,Castilla-La Mancha,España,Sí,5,centro pilates · españa
W Up,🧘‍♀️ Centro de yoga,"C. Fray Alonso Cabezas, 3, | Gimnasio, 06200 Almendralejo, Badajoz, Spain",924 10 61 39,http://www.wupfitnesscenter.es/,info@wupfitnesscenter.es,4.8,161,,"establishment, gym, health, point_of_interest",38.6837008,-6.4155618,,OPERATIONAL,,ChIJc_L33YAdFA0RrhtRy0pET10,Badajoz,Extremadura,España,No,1,centro pilates · españa
Urban Gym,🧘‍♀️ Centro de yoga,"C. Luis Montero Béjar, 47, 06200 Almendralejo, Badajoz, Spain",628 50 51 74,https://urbangymalmendralejo.es/,,4.8,101,,"establishment, gym, health, point_of_interest",38.6913444,-6.4127233,,OPERATIONAL,,ChIJKVTqpGIdFA0R6XHjlP1Ny3w,Badajoz,Extremadura,España,Sí,5,centro pilates · españa
Volumen x Fitness Center,🧘‍♀️ Centro de yoga,"C. Maria Manuel, 9, 06300 Zafra, Badajoz, Spain",722 34 56 93,https://www.sanozafra.com/,,4.9,438,,"establishment, food, gym, health, physiotherapist, point_of_interest, store",38.4144744,-6.4172752,,OPERATIONAL,,ChIJW_8KAI1VEQ0Rp0L_QgHnIQo,Badajoz,Extremadura,España,No,1,centro pilates · españa
VITALIS Deporte y Salud Mérida,🧘‍♀️ Centro de yoga,"Pl. Miguel Angel Blanco, 06800 Mérida, Badajoz, Spain",924 30 90 80,http://vitalisgym.es/,,4.9,121,,"establishment, gym, health, point_of_interest",38.9111609,-6.3421429,,OPERATIONAL,,ChIJj16WGSonFA0RkI1oVs-6wFk,Badajoz,Extremadura,España,Sí,5,centro pilates · españa
Clínica de Fisioterapia Fran Rodríguez,🧘‍♀️ Centro de pilates,"C. de Hilario Marco, 35, 23470 Cazorla, Jaén, Spain",672 54 90 88,https://franrodriguezfisioterapia.com/,,5,222,,"establishment, health, point_of_interest",37.9144378,-3.0045193,,OPERATIONAL,,ChIJQ6layJmpbw0Rt_OscRjs6MM,Jaén,Andalucía,España,Sí,5,centro pilates · españa
Clínica Fisiomar,🧘‍♀️ Centro de yoga,"C. la Carolina, nº12, 23700 Linares, Jaén, Spain",686 95 69 44,http://www.clinicafisiomar.com/,hola@clinicafisiomar.com,5,157,,"establishment, gym, health, physiotherapist, point_of_interest",38.0991104,-3.6336779,,OPERATIONAL,,ChIJ829csDGbbg0RpJC-ODBjoNM,Jaén,Andalucía,España,No,2,centro pilates · españa
Clínica de fisioterapia Fisiocenter Úbeda,🧘‍♀️ Centro de yoga,"Av. Cdad. de Linares, 18, bajo E, 23400 Úbeda, Jaén, Spain",616 34 61 82,http://www.fisiocenterubeda.es/,,5,180,,"establishment, gym, health, physiotherapist, point_of_interest",38.0165501,-3.3804531,,OPERATIONAL,,ChIJNccLCIjzbg0Ro7dbw9mbqEg,Jaén,Andalucía,España,Sí,5,centro pilates · españa
Espacio Core María Plaza,🧘‍♀️ Centro de pilates,"Urb. Linama, Av. de Andalucía, BLOQUE Nº 3, Local 4 y 5, 23700 Linares, Jaén, Spain",650 61 56 57,https://www.facebook.com/espaciocorelinares,,5,100,,"establishment, health, point_of_interest",38.0925919,-3.6381198,,OPERATIONAL,,ChIJjdfnaBibbg0R6a8iCe3TGZk,Jaén,Andalucía,España,Sí,4,centro pilates · españa
Fisioterapia María Vega,🧘‍♀️ Centro de yoga,"C. Sagunto, 7, 23700 Linares, Jaén, Spain",622 57 43 66,https://fisioterapiamariavega.es/,fisioterapiamariavega@gmail.com,4.9,139,,"establishment, gym, health, point_of_interest",38.0936973,-3.6303328,,OPERATIONAL,,ChIJgYegHMSbbg0ROmQH0s6zRBs,Jaén,Andalucía,España,No,2,centro pilates · españa
MQ2 Centro Integral de Fisioterapia/Osteopatía y Pilates Terapéutico con Readaptación de lesiones,🧘‍♀️ Centro de yoga,"MQ2FISIOTERAPIA Torredelcampo y Jaén, C. Pintor Manuel Moral, 10, 23640 Torredelcampo, Jaén, Spain",953 41 17 25,http://www.mq2fisioterapia.es/,,5,146,,"establishment, gym, health, point_of_interest",37.7700785,-3.8993818,,OPERATIONAL,,ChIJ9dDCkCPQbQ0Rthdh-CorPBs,Jaén,Andalucía,España,Sí,5,centro pilates · españa
Synergym Jaén,🧘‍♀️ Centro de yoga,"C. Padre Grass, 1, 23008 Jaén, Spain",,https://www.synergym.es/jaen/,,4.7,2476,,"establishment, gym, health, point_of_interest",37.7781358,-3.7879101,,OPERATIONAL,,ChIJTzDy0qDXbQ0RV4kTPOIRE3U,Jaén,Andalucía,España,Sí,5,centro pilates · españa
CLUB GYM SIERRA | Tu gimnasio en Córdoba,🧘‍♀️ Centro de yoga,"C. Poeta Luis Cernuda, 13, Nte. Sierra, 14012 Córdoba, Spain",957 28 07 11,http://www.clubgymsierra.es/?utm_source=GMB&utm_medium=local&utm_campaign=ficha_gmb_gym_sierra,,4.9,300,,"establishment, gym, health, point_of_interest, spa",37.9031479,-4.7978336,,OPERATIONAL,,ChIJyQVeYDjfbA0RLT5SP3HAuIE,Córdoba,Andalucía,España,No,2,centro pilates · españa
Fisio Ágil - Clínica de Fisioterapia,🧘‍♀️ Centro de yoga,"C. José María Valdenebro, 1, Poniente Sur, 14004 Córdoba, Spain",666 06 46 17,https://www.clinicafisioagil.es/,info@clinicafisioagil.es,5,315,,"establishment, gym, health, point_of_interest",37.8804533,-4.7883289,,OPERATIONAL,,ChIJVe3O658gbQ0RtRTYz8hWDaE,Córdoba,Andalucía,España,No,2,centro pilates · españa
SCV wiva lab,🧘‍♀️ Centro de yoga,"C. Diego de los Reyes, 68, LOCAL, 41950 Castilleja de la Cuesta, Sevilla, Spain",639 89 26 29,https://www.scvbiomecanica.com/,,5,134,,"establishment, gym, health, point_of_interest",37.38446,-6.05638,,OPERATIONAL,,ChIJx_tW4NVtEg0RhTNISL6DkH0,Sevilla,Andalucía,España,Sí,5,centro pilates · españa
Fitness Center Health Club,🧘‍♀️ Centro de yoga,"Rua 5 de Outubro Centro Comercial do Carmo Loja 1 Cave, 7800-468 Beja, Portugal",284 087 070,https://www.facebook.com/Fitness-Center-225069807854007/,,4.9,110,,"establishment, gym, health, point_of_interest",38.011449,-7.8656367,,OPERATIONAL,,ChIJdbCqX4d0Gg0R-aYwF5Y7mQ0,Beja,,Portugal,No,3,centro pilates · españa
PILATES GRANADA XTENSALL,🧘‍♀️ Centro de yoga,"C. Gral. Narváez, 8, local 5c, Centro, 18002 Granada, Spain",680 24 03 84,https://xtensall.com/,,5,209,,"establishment, gym, health, point_of_interest",37.1721269,-3.6040541,,OPERATIONAL,,ChIJQ-8T3Sv9cQ0RUDyt69AUUjQ,Granada,Andalucía,España,No,2,centro pilates · españa
inbo Pilates y Fisio,🧘‍♀️ Centro de yoga,"C. Sos del Rey Católico, 7, y 12, Genil, 18006 Granada, Spain",615 82 64 81,http://www.inbo.es/,,5,106,,"establishment, gym, health, point_of_interest",37.1663384,-3.5957598,,OPERATIONAL,,ChIJyVgIEuL9cQ0Rsrkchr9kh0g,Granada,Andalucía,España,Sí,5,centro pilates · españa
SANO Antequera Albarizas - Entrenamiento Personal y Grupos Reducidos,🧘‍♀️ Centro de yoga,"C. Alarife Francisco Gutiérrez, 2, 29200 Antequera, Málaga, Spain",658 41 85 70,https://www.sanocenter.es/empresas/sano-antequera-albarizas/,,5,204,,"establishment, gym, health, point_of_interest",37.0244194,-4.5685915,,OPERATIONAL,,ChIJ2VzBjfqRcg0R6jnVIEezU28,Málaga,Andalucía,España,Sí,5,centro pilates · españa
M2 Centro Deportivo,🧘‍♀️ Centro de yoga,"Av. del Marqués de la Vega de Armijo, nº93, 14550 Montilla, Córdoba, Spain",957 84 50 23,https://m2centrodeportivo.es/,,4.8,117,,"establishment, gym, health, point_of_interest",37.5843462,-4.6323501,,OPERATIONAL,,ChIJJ5ER2XATbQ0R1TDozmgkOF8,Córdoba,Andalucía,España,Sí,5,centro pilates · españa
CENTRO ELLE fisioterapia avanzada,🧘‍♀️ Centro de pilates,"C. José Ariza, 20, 14500 Puente Genil, Córdoba, Spain",665 30 44 61,http://www.centroelle.com/,,5,104,,"establishment, health, point_of_interest",37.390324,-4.7676452,,OPERATIONAL,,ChIJ26qqqt9CbQ0RPWsm9GMg37s,Córdoba,Andalucía,España,No,2,centro pilates · españa
Areafit Écija,🧘‍♀️ Centro de yoga,"C. Feria, s/n, 41400 Écija, Sevilla, Spain",,https://www.areafit.es/ecija,,4.7,592,,"establishment, gym, health, point_of_interest",37.5329653,-5.0766014,,OPERATIONAL,,ChIJ2_aH_vnLEg0Rj6tLFi4mSmw,Sevilla,Andalucía,España,No,2,centro pilates · españa
Areafit Morón,🧘‍♀️ Centro de yoga,"C. Giralda, 41530 Morón de la Frontera, Sevilla, Spain",,https://www.areafit.es/moron,,4.9,178,,"establishment, gym, health, point_of_interest",37.1248441,-5.4646924,,OPERATIONAL,,ChIJtQphHaJhDQ0RBukKeDE5nIk,Sevilla,Andalucía,España,Sí,5,centro pilates · españa
Clínica Osteodinamic,🧘‍♀️ Centro de pilates,"C. Aguilar, 85, 14500 Puente Genil, Córdoba, Spain",667 23 79 02,https://www.clinicaosteodinamic.com/,,5,235,,"establishment, health, point_of_interest",37.3891608,-4.7731532,,OPERATIONAL,,ChIJxV6youpDbQ0RVvL_ySJgog0,Córdoba,Andalucía,España,Sí,5,centro pilates · españa
LUIRÉ Studio Pilates LSG,🧘‍♀️ Centro de yoga,"C. Rubén Darío, 4, 41710 Utrera, Sevilla, Spain",722 72 32 17,http://www.pilateslsg.com/,,5,150,,"establishment, gym, health, point_of_interest",37.1880054,-5.7861621,,OPERATIONAL,,ChIJgdAuPuN_Eg0RwHRpCrujhMk,Sevilla,Andalucía,España,No,2,centro pilates · españa
Personal & Pilates,🧘‍♀️ Centro de yoga,"C. José Monge Cruz Camarón de la Isla, 41940 Tomares, Sevilla, Spain",622 75 04 09,https://www.personalandpilates.com/,,4.9,101,,"establishment, gym, health, point_of_interest",37.3732806,-6.046672,,OPERATIONAL,,ChIJUXRjFtptEg0Rnik1cz7N3MA,Sevilla,Andalucía,España,Sí,5,centro pilates · españa
Kinetica Integral Health,🧘‍♀️ Centro de yoga,"Av. Italia, 83, 21003 Huelva, Spain",959 25 69 73,http://www.kineticasalud.com/,info@kineticasalud.com,4.9,191,,"establishment, gym, health, physiotherapist, point_of_interest",37.2534679,-6.9498421,,OPERATIONAL,,ChIJufOULTvQEQ0RsSas5UCsQIg,Huelva,Andalucía,España,No,2,centro pilates · españa
Marathon Wellness Huelva | Entrenamiento sin Miedo | Salud sin Límites,🧘‍♀️ Centro de yoga,"C. Antonio Delgado, 19, 21007 Huelva, Spain",959 82 29 11,http://marathon-wellness.com/,,4.7,209,,"establishment, gym, health, point_of_interest",37.2578926,-6.9339113,,OPERATIONAL,,ChIJSeqxBRvQEQ0R53VZDB7ICG0,Huelva,Andalucía,España,Sí,5,centro pilates · españa
Centro Deportivo Palas,🧘‍♀️ Centro de yoga,"Lugar, C. Huerta de la Balsa, 2, 11540 Sanlúcar de Barrameda, Cádiz, Spain",623 17 64 77,https://palascentrodeportivo.es/,,4.6,124,,"establishment, gym, health, point_of_interest",36.7714469,-6.3559617,,OPERATIONAL,,ChIJ7egGaDDeDQ0RRcwpJtE1He4,Cádiz,Andalucía,España,Sí,5,centro pilates · españa
Fisioterapia Avanzada y Pilates Terapéutico Salud Activa,🧘‍♀️ Centro de pilates,"C. Villanueva de los Castillejos, 7, 21440 Lepe, Huelva, Spain",617 65 50 12,http://www.fisiosaludactiva.es/,,5,112,,"establishment, health, point_of_interest",37.25982,-7.20369,,OPERATIONAL,,ChIJY00csucxEA0R_N96D_tRWoo,Huelva,Andalucía,España,Sí,5,centro pilates · españa
Fisioterapia Casado Nájera (Fisioterapia en Almería),🧘‍♀️ Centro de yoga,"C. Pérez Galdós, 29, 04006 Almería, Spain",950 22 28 81,http://www.fisiocasadonajera.com/,,4.9,112,,"establishment, gym, health, physiotherapist, point_of_interest",36.8425015,-2.448353,,OPERATIONAL,,ChIJr1r7huKdeg0RBHbfuGiVkhc,Almería,Andalucía,España,Sí,5,centro pilates · españa
En Buenas Manos fisioterapia y osteopatia,🧘‍♀️ Centro de yoga,"C. Granada, 203, 2° E, 04008 Almería, Spain",686 45 88 96,https://fisioenbuenasmanosalmeria.es/,,4.9,109,,"establishment, gym, health, physiotherapist, point_of_interest",36.8478297,-2.457348,,OPERATIONAL,,ChIJAVOfYwGeeg0RwaNo5ipGXDo,Almería,Andalucía,España,Sí,5,centro pilates · españa
Synergym Almería Vega de Acá,🧘‍♀️ Centro de yoga,"C. Antonio Muñoz Zamora, 1, 04007 Almería, Spain",651 80 03 56,https://synergym.es/almeria-vega-de-aca/,,4.5,731,,"establishment, gym, health, point_of_interest",36.8320596,-2.4433138,,OPERATIONAL,,ChIJ55Fty1-deg0Ry4DWim4s8XM,Almería,Andalucía,España,Sí,5,centro pilates · españa
Synergym Almería Los Molinos,🧘‍♀️ Centro de yoga,"C. Pintor Zabaleta, 61A, 04009 Almería, Spain",,https://synergym.es/almeria-los-molinos/,,4.9,146,,"establishment, gym, health, point_of_interest",36.8516908,-2.4366555,,OPERATIONAL,,ChIJlelwOeafeg0RBm_r0SfLtK8,Almería,Andalucía,España,Sí,5,centro pilates · españa
Fisioterapia Origen La Loma,🧘‍♀️ Centro de yoga,"C. Loma de la Mezquita, 44, 04700 El Ejido, Almería, Spain",673 74 69 50,https://fisioterapeutasejido.com/,,4.9,132,,"establishment, gym, health, point_of_interest",36.7699387,-2.8213041,,OPERATIONAL,,ChIJFzXE3iFDcA0RlfSPebs2mX0,Almería,Andalucía,España,No,2,centro pilates · españa
SANO Berja - Entrenamiento Personal y Grupos Reducidos,🧘‍♀️ Centro de yoga,"Barrio Nuevo Peña, Av. José Barrionuevo Peña, 64, 04760 Berja, Almería, Spain",686 63 25 50,https://www.sanocenter.es/empresas/sano-berja/,info@sanocenter.es,5,115,,"establishment, gym, health, point_of_interest",36.8401806,-2.9436779,,OPERATIONAL,,ChIJv9lpqLVJcA0R7mhK1mZosOo,Almería,Andalucía,España,Sí,5,centro pilates · españa
Synergym Motril Sur,🧘‍♀️ Centro de yoga,"Av. Dr. Norman Bethune, 230, 18600 Motril, Granada, Spain",,https://synergym.es/motril-sur/,,4.7,322,,"establishment, gym, health, point_of_interest",36.7422229,-3.5257644,,OPERATIONAL,,ChIJSYePpuqRcQ0REh2spkCdjng,Granada,Andalucía,España,Sí,5,centro pilates · españa
Bullgym Centro Fitness,🧘‍♀️ Centro de yoga,"Lugar Fábrica del Pilar, 26, 18600 Motril, Granada, Spain",958 83 36 95,https://m.facebook.com/pages/category/Gym-Physical-Fitness-Center/Centro-Fitness-Bullgym-Motril-534933136547122/?locale2=es_ES,,4.6,105,,"establishment, gym, health, point_of_interest",36.747427,-3.528419,,OPERATIONAL,,ChIJEfXlRS6XcQ0RdisaBpaaLiM,Granada,Andalucía,España,No,4,centro pilates · españa
Centro Axarquía. Fisioterapia y Pilates,🧘‍♀️ Centro de pilates,"C. Huertos, 74, 29780 Nerja, Málaga, Spain",601 64 61 26,https://www.centroaxarquia.com/,,5,122,,"establishment, health, point_of_interest",36.7492352,-3.8725,,OPERATIONAL,,ChIJTeu7cwklcg0RItwyfbtDl-M,Málaga,Andalucía,España,Sí,5,centro pilates · españa
Fitness Salud,🧘‍♀️ Centro de yoga,"C. Federico Garcia Lorca, 57, 18670 Vélez de Benaudalla, Granada, Spain",659 20 06 40,https://instagram.com/fitnessaludvelez?utm_medium=copy_link,,5,139,,"establishment, gym, health, point_of_interest",36.8300605,-3.5155706,,OPERATIONAL,,ChIJfed8E-mTcQ0RoDH1c0spfbc,Granada,Andalucía,España,Sí,5,centro pilates · españa
SANO Adra - Entrenamiento Personal y Grupos Reducidos,🧘‍♀️ Centro de yoga,"C. Menorca, 25, 04770 Adra, Almería, Spain",622 17 17 53,https://www.sanocenter.es/empresas/sano-adra/,,4.9,153,,"establishment, gym, health, point_of_interest",36.7477,-3.02705,,OPERATIONAL,,ChIJ6TcghMZNcA0Rw2WGhCIwWBA,Almería,Andalucía,España,Sí,5,centro pilates · españa
"Corporalma Pilates Center | Teatinos, Málaga",🧘‍♀️ Centro de yoga,"C. Eugenio Oneguin, 5, Teatinos-Universidad, 29006 Málaga, Spain",676 36 13 57,http://corporalma.es/,info@corporalma.es,5,110,,"establishment, gym, health, point_of_interest",36.7096094,-4.4642273,,OPERATIONAL,,ChIJ8S5eMkP3cg0RFuaGl0DxldM,Málaga,Andalucía,España,Sí,5,centro pilates · españa
Pilates Málaga Xtensall Studio,🧘‍♀️ Centro de yoga,"Edificio Ibiza, C. Compositor Lehmberg Ruiz, 6, entreplanta puerta 4, Distrito Centro, 29007 Málaga, Spain",639 17 31 22,https://www.xtensall.com/,,5,422,,"establishment, gym, health, point_of_interest",36.717882,-4.4313443,,OPERATIONAL,,ChIJmZGM3pj3cg0RwhrYTZ1TlWM,Málaga,Andalucía,España,Sí,5,centro pilates · españa
Pilates Malaga Center,🧘‍♀️ Centro de yoga,"P.º Marítimo Cdad. de Melilla, 17, Málaga-Este, 29016 Málaga, Spain",680 90 24 20,http://www.pilatesmalagacenter.com/,pilatesmalaga@gmail.com,4.9,132,,"establishment, gym, health, point_of_interest",36.7170601,-4.4114757,,OPERATIONAL,,ChIJfbF0Men3cg0R19TE9YA9C5Y,Málaga,Andalucía,España,No,1,centro pilates · españa
MI PILATES MÁLAGA,🧘‍♀️ Centro de yoga,"C. Maestro Alonso, 6, Carretera de Cádiz, 29002 Málaga, Spain",661 81 52 76,https://www.instagram.com/mi_pilates_malaga/,,5,607,,"establishment, gym, health, point_of_interest",36.7063861,-4.4365058,,OPERATIONAL,,ChIJk4Ol7IT3cg0RiHSuOeIAQ9c,Málaga,Andalucía,España,Sí,5,centro pilates · españa
MR Pilates,🧘‍♀️ Centro de yoga,"C. Acanto, 1, Carretera de Cádiz, 29003 Málaga, Spain",,http://www.mrpilates.es/,info@mrpilates.es,4.8,125,,"establishment, gym, health, point_of_interest",36.7002526,-4.446316,,OPERATIONAL,,ChIJix-Pnn33cg0RFZKmJpXdc0w,Málaga,Andalucía,España,No,1,centro pilates · españa
