Nombre,Categoría,Dirección,Teléfono,Web,Email,Valoración,Nº Reseñas,Nivel Precio,Tipos Google,Latitud,Longitud,Horarios,Estado,Google Maps,Place ID,Provincia,Región,País,Web válida (IA),Calidad (IA),Búsqueda
Yoga del Mar,🪷 Ayurveda,"Carrer del Vicari Joaquim Fuster, 113a, Platja de Palma i Pla de Sant Jordi, 07006 Palma, Illes Balears, Spain",674 42 20 35,https://www.yogadelmar.es/en/,info@yogadelmar.es,4.7,63,,"establishment, gym, health, point_of_interest",39.5587206,2.6755084,,OPERATIONAL,,ChIJEczb2O6TlxIRVsZj8aSrII8,Baleares,Islas Baleares,España,No,2,ayurveda · españa
Yoga Real,🪷 Ayurveda,"Carrer de la Reina Constança, 20, 2 izquierda, Llevant, 07006 Palma, Illes Balears, Spain",650 47 70 18,http://www.yogareal.es/,info@yogareal.es,5,43,,"establishment, gym, health, point_of_interest",39.5689886,2.6583166,,OPERATIONAL,,ChIJtQ_YJJOTlxIRCeuE0duBab8,Baleares,Islas Baleares,España,No,2,ayurveda · españa
WELLNESS MASSAGE MALLORCA | Villa & Yacht Service | only inhouse service,🪷 Ayurveda,"mobile massage, Carrer d'Elcano, Ponent, 07014 Palma, Illes Balears, Spain",630 32 18 44,https://www.wellnessmassagemallorca.com/,info@wellnessmassagemallorca.com,5,101,,"establishment, health, point_of_interest",39.5702699,2.6303716,,OPERATIONAL,,ChIJj0Suj2-SlxIRNaq077xu8iA,Islas Baleares,Islas Baleares,España,No,1,ayurveda · españa
Silentia Spa & Wellness,🧖‍♀️ Spa,"Av. Primavera, 8, 07638 Ses Salines, Illes Balears, Spain",871 62 03 62,https://hotelcoto.es/spa,silentia.spa@hotelcoto.es,4.5,20,,"establishment, point_of_interest, spa",39.3236964,2.9877872,,CLOSED_TEMPORARILY,,ChIJn0VOlhyplxIR-r69ROa5Rok,Islas Baleares,Islas Baleares,España,No,1,ayurveda · españa
Masaje Mallorca - Terapias Naturales Mallorca - MENTNATURE,🪷 Ayurveda,"Gran Via Colom, 56, 07300 Inca, Illes Balears, Spain",618 19 30 80,http://www.mentnature.com/,info@mentnature.com,4.8,238,,"establishment, health, point_of_interest",39.7179792,2.9110311,,OPERATIONAL,,ChIJzxIXZMfFlxIRbB5GHogPqcU,Baleares,Islas Baleares,España,No,2,ayurveda · españa
Centro de Ayurveda,🪷 Ayurveda,"Carrer de Cotoner, 31, Ponent, 07013 Palma, Illes Balears, Spain",629 03 23 04,http://www.ayurvedapalma.com/tratamientos-y-masajes/,annett.levy@gmail.com,4.6,27,,"establishment, health, point_of_interest",39.5719183,2.6374195,,CLOSED_TEMPORARILY,,ChIJx1VvvmeSlxIRV74OGIKBAFo,Islas Baleares,Islas Baleares,España,No,1,ayurveda · españa
Tara Harmonia – Centre de benestar,🧖‍♀️ Spa,"Carrer de Son Boga, 19, 07500 Manacor, Illes Balears, Spain",616 65 53 43,https://taraarmonia.es/,info@taraarmonia.es,4.9,60,,"establishment, health, point_of_interest, spa",39.5746872,3.2149623,,OPERATIONAL,,ChIJS6SDua1JlhIRSCrMB9vVCB8,Baleares,Islas Baleares,España,No,2,ayurveda · españa
bodhana wellness centre,🪷 Ayurveda,"Calle de, Carrer Benito Jerónimo Feijóo, 2, local 12, 07181 mallorca, Illes Balears, Spain",971 67 64 69,http://www.bodhana.com/,info@bodhana.com,4.6,92,,"establishment, gym, health, point_of_interest, spa",39.5331165,2.5666218,,OPERATIONAL,,ChIJf6JkHpuOlxIRpnMU7QBYtQE,Baleares,Islas Baleares,España,No,2,ayurveda · españa
Kika Mas Centro de Bienestar - Naturopatía y Masajes,🪷 Ayurveda,"Camí Moliners, 1, 1 A, Centre, 07001 Palma, Illes Balears, Spain",619 54 51 02,https://kikamas.com/,kikamascentrodebienestar@gmail.com,4.9,74,,"establishment, health, point_of_interest",39.5726621,2.652171,,OPERATIONAL,,ChIJheRqClGSlxIR8npDrecDXHI,Baleares,Islas Baleares,España,No,2,ayurveda · españa
"TAPOVAN AYURVEDA ""Masajes y Reflexología Podal""",🪷 Ayurveda,"Avinguda de Joan Miró, 297, Ponent, 07015 Sant Agustí, Illes Balears, Spain",654 32 76 43,http://www.tapovanayurveda.com/,info@tapovanayurveda.com,5,56,,"establishment, health, point_of_interest",39.5523922,2.6028282,,OPERATIONAL,,ChIJXys6rL-NlxIRNyuOP4a8CYo,Baleares,Islas Baleares,España,No,2,ayurveda · españa
Mananda Yoga & Holistic Coaching,🪷 Ayurveda,"Centre, 07004 Palma, Balearic Islands, Spain",674 72 57 66,http://www.manandayoga.com/,info@manandayoga.com,5,40,,"establishment, health, point_of_interest",39.5769608,2.6526795,,OPERATIONAL,,ChIJqUCNPkGTlxIRoRR0HPT4-gs,Baleares,Islas Baleares,España,No,2,ayurveda · españa
Moksha Ayurveda Mallorca,🪷 Ayurveda,"Alqueries, 25, 07142 Santa Eugènia, Illes Balears, Spain",627 28 99 09,http://www.moksha-ayurveda.com/,info@moksha-ayurveda.com,5,23,,"establishment, health, point_of_interest",39.6328971,2.8457157,,OPERATIONAL,,ChIJQWXvpBYphaERCz9LDVxBNw0,Baleares,Islas Baleares,España,No,2,ayurveda · españa
Centro qiromass,🪷 Ayurveda,"Carrer de Cala Pi, 1, Llevant, 07009 Palma, Illes Balears, Spain",657 68 92 95,http://centroqiromass.com/,centroqiromass@gmail.com,5,107,,"establishment, health, point_of_interest, spa",39.5984481,2.6808772,,OPERATIONAL,,ChIJB-qOAb6TlxIRcPpEu6JB7Lg,Baleares,Islas Baleares,España,No,2,ayurveda · españa
Centro Dharma Shanti Felanitx,🪷 Ayurveda,"Carrer de So'n Morei, 26, 07200 Felanitx, Illes Balears, Spain",602 48 52 85,https://www.instagram.com/centrodharmashanti/,jovenes@sathyasai.org.ar,5,24,,"establishment, point_of_interest",39.4669936,3.1470184,,OPERATIONAL,,ChIJPXzlwCFNlhIRxbq84ttCujg,Baleares,Islas Baleares,España,No,2,ayurveda · españa
Mangala Massage Mallorca,🧖‍♀️ Spa,"Costa d´en Morell Poligono 8, Parcela 349, 07640 Ses Salines, Illes Balears, Spain",684 19 18 42,http://www.mangala-massage-mallorca.com/,wahrlich@aol.com,4.9,19,,"establishment, health, point_of_interest, spa",39.3619613,3.0253972,,OPERATIONAL,,ChIJs7SdnsirlxIRf-eS1HTD6Qk,Baleares,Islas Baleares,España,No,2,ayurveda · españa
The Wellbeing art Ibiza - Medicina Tradicional China/ Acupuntura/Masaje,🪷 Ayurveda,"Carrer Arrapatxita, 14, 07819 Cap Martinet, Illes Balears, Spain",606 15 58 09,http://www.marinaprohens.com/,info@marinaprohens.com,5,41,,"establishment, health, point_of_interest, spa",38.9183657,1.4688873,,OPERATIONAL,,ChIJX1suSbJHmRIRpIH70Flgxag,Baleares,Islas Baleares,España,No,2,ayurveda · españa
Naseem Touch,🪷 Ayurveda,"Residencia Azul Club, Avinguda de Cala Llenya, 77, 07850 Cala Llenya, Illes Balears, Spain",697 38 01 69,https://www.naseemtouch.com/,naseem@naseemtouch.com,5,56,,"establishment, health, point_of_interest",39.0179128,1.5943602,,OPERATIONAL,,ChIJ8SWIi3YVmRIR0GkTinBnTEY,Baleares,,España,No,2,ayurveda · españa
Massage Ibiza - in studio or home visits | Masaje en gabinete o a domicilio,🪷 Ayurveda,"Pl. des Parc, 3, 07800 Eivissa, Illes Balears, Spain",632 92 24 04,https://ibizamassages.com/,info@ibizamassages.com,4.8,183,,"establishment, point_of_interest, spa",38.9089597,1.4338225,,OPERATIONAL,,ChIJRzxiujtHmRIRB73p9H9Hlus,Baleares,Islas Baleares,España,No,2,ayurveda · españa
Chandra Ibiza,🪷 Ayurveda,"C/ d'Aragó, 76, planta baja, 07800 Eivissa, Illes Balears, Spain",653 35 42 64,http://www.chandraibiza.es/,chandraibiza@gmail.com,5,75,,"establishment, gym, health, point_of_interest",38.9078884,1.4246898,,OPERATIONAL,,ChIJ-drIe7pGmRIRL9bqz-o1z8k,Baleares,Islas Baleares,España,No,2,ayurveda · españa
Elena Álvarez Alma Ayurveda,🪷 Ayurveda,"C. Uría, 31, bajo, Centro, 33205 Gijón, Asturias, Spain",635 62 50 62,http://www.almaayurveda.com/,lvarez elenaalmaayurveda@gmail.com,5,136,,"establishment, health, point_of_interest",43.538587,-5.65512,,OPERATIONAL,,ChIJrR9fEmF8Ng0RTG4PEOLmce4,Asturias,Asturias,España,No,1,ayurveda · españa
Tu Momento - Asturias,🪷 Ayurveda,"C. José Francés, 4, 33401 Avilés, Asturias, Spain",984 99 06 40,https://massage.ivof.com/tu-momento/,info@ivof.com,4.9,82,,"establishment, health, point_of_interest",43.5585424,-5.9304339,,OPERATIONAL,,ChIJ03JhK32bNg0R3r6v6W7r-vQ,Asturias,Asturias,España,No,2,ayurveda · españa
Classical Hatha Yoga y Ayurveda Patanga,🪷 Ayurveda,"C. Altamira Baja, 8, 33440 Luanco, Asturias, Spain",687 82 18 58,http://www.patanga.es/,info@patanga.es,5,36,,"clothing_store, establishment, gym, health, point_of_interest, store",43.6162402,-5.7949451,,OPERATIONAL,,ChIJxzK-GaCBNg0RhKRbDPstwQw,Asturias,Asturias,España,No,2,ayurveda · españa
Zarza,🪷 Ayurveda,"Pl. Vaticano, 3, 33401 Avilés, Asturias, Spain",985 56 24 47,http://www.centronaturalzarza.es/,info@centronaturalzarza.es,4.9,20,,"establishment, health, point_of_interest",43.5556153,-5.9287221,,OPERATIONAL,,ChIJn3jnm2SbNg0RVVCgKqHmyw8,Asturias,Asturias,España,No,2,ayurveda · españa
O Carboeiro Yoga,🪷 Ayurveda,"Lugar Os Carboeiros, 2, 27714 Ribadeo, Lugo, Spain",606 84 58 93,http://www.ocarboeiro.com/,ocarboeiroyoga@gmail.com,5,23,,"establishment, gym, health, point_of_interest",43.5091092,-7.0781342,,OPERATIONAL,,ChIJSeJaKdR_MQ0RHKsT2O6QugU,Lugo,Galicia,España,No,1,ayurveda · españa
Anahata Centro de Yoga y Bienestar y Gong,🪷 Ayurveda,"C/Real, 35, 34810 Matamorisca, Palencia, Spain",638 08 02 75,http://www.resonanciaholistica.com/,info@resonanciaholistica.com,5,17,,"establishment, gym, health, point_of_interest",42.8441562,-4.3082597,,OPERATIONAL,,ChIJU8dXoPPzSA0R7w-1YEu2WBo,Burgos,Castilla y León,España,No,1,ayurveda · españa
Centre de Bien-être Ayurvédique - Asso. Mains Libres,🧖‍♀️ Spa,"120 route de Rapanas, 31510 Sauveterre-de-Comminges, France",06 77 01 83 83,http://www.association-mains-libres.sitew.fr/,association.mainslibres@gmail.com,4.9,16,,"establishment, point_of_interest, spa",43.0379593,0.6649714,,OPERATIONAL,,ChIJq4IMSd1AtBIRQ7R8vJCsqAU,Pyrénées-Atlantiques,,Francia,No,2,ayurveda · españa
Mariannick Fouyet,🧖‍♀️ Spa,"10 Rue Sainte-Anne, 65100 Lourdes, France",06 73 11 58 22,https://www.mariannickfouyet.com/,mariannick.fouyet@gmail.com,5,122,,"establishment, point_of_interest, spa",43.091428,-0.0509078,,OPERATIONAL,,ChIJl5R3FzrXVw0R9qrzMJRIfqY,Gironde,,Francia,No,1,ayurveda · españa
Emmanuelle Maurin,🪷 Ayurveda,"6 Rue Saint-Grat, 64400 Oloron-Sainte-Marie, France",06 14 48 94 08,https://www.vedaya.fr/,espace.vedaya@gmail.com,4.9,18,,"establishment, health, point_of_interest",43.1880238,-0.6173027,,OPERATIONAL,,ChIJicVsX_L_Vg0RkvHXsE6Hb1A,Pyrénées-Atlantiques,,Francia,No,2,ayurveda · españa
Zen massage Armonia,🧖‍♀️ Spa,"C. María Bayo, 1, Bajo A, 31195 Nueva, Navarra, Spain",653 36 33 62,https://orientalharmony.com/,isabel@orientalharmony.com,4.9,532,,"establishment, point_of_interest, spa",42.8337664,-1.6587219,,OPERATIONAL,,ChIJJYD9s7-SUA0R7qfwhqrkr5E,Navarra,Comunidad Foral de Navarra,España,No,2,ayurveda · españa
AURA Yoga Lleida,🪷 Ayurveda,"Carrer Baró de Maials, 16, Altell, 25005 Lérida, Spain",605 74 40 13,https://www.auralleida.com/,info@auralleida.com,4.9,35,,"establishment, gym, health, point_of_interest",41.6219056,0.6365713,,OPERATIONAL,,ChIJF9Qp_WbhphIR6HhG8VaNfC4,Lleida,Cataluña,España,No,2,ayurveda · españa
Ananta Ayurveda,🪷 Ayurveda,"C. de Margarita Xirgu, 20, 50018 Zaragoza, Spain",665 91 31 83,http://www.anantaayurveda.es/,hola@anantaayurveda.es,5,123,,"establishment, health, point_of_interest",41.6784749,-0.893407,,OPERATIONAL,,ChIJQfEaKecUWQ0R294pGhiDDlM,Zaragoza,Aragón,España,No,2,ayurveda · españa
Makam Yoga y Ayurveda Zaragoza,🪷 Ayurveda,"C. de Torrellas, Casco Antiguo, 50001 Zaragoza, Spain",644 89 93 95,http://makam.es/,info@makam.es,5,32,,"establishment, gym, health, point_of_interest",41.6528843,-0.8734129,,OPERATIONAL,,ChIJvfhOZvEUWQ0RgJQGiM1S3d4,Zaragoza,Aragón,España,No,2,ayurveda · españa
Centro Shanti (Masajes y Terapias Alternativas),🪷 Ayurveda,"Av. San Jorge, 47, 44500 Andorra, Teruel, Spain",978 84 51 19,http://centro-shanti.com/,contacto@centro-shanti.com,4.9,21,,"establishment, health, point_of_interest",40.9772239,-0.4457341,,OPERATIONAL,,ChIJ9Zp8sUk9Xw0R11VKfQ9f5dY,Teruel,Aragón,España,No,1,ayurveda · españa
Palasiet Wellness Clinic & Thalasso,🪷 Ayurveda,"Calle Pontazgo, 11, 12560 Benicàssim, Castelló, Spain",964 30 02 50,http://www.palasiet.com/,info@palasiet.com,4.2,689,,"establishment, food, gym, health, lodging, point_of_interest, restaurant, spa",40.0579261,0.0875128,,OPERATIONAL,,ChIJ-505RvEDoBIRHSJm_4i3Rh4,Tarragona,Cataluña,España,No,1,ayurveda · españa
MÁKIA |Holistic yoga| शाल,🪷 Ayurveda,"Carrer Delegat Valera, 3, 12180 Cabanes, Castelló, Spain",687 87 03 55,https://www.instagram.com/maicallorens_?igsh=czZ2cHNuejgwdmpl,info@yogakeyslife.com,5,37,,"establishment, gym, health, point_of_interest",40.1551851,0.0438933,,OPERATIONAL,,ChIJoY-MVw0JoBIRx52OqpY5U4M,Tarragona,Cataluña,España,No,1,ayurveda · españa
Ayurveda Lifestyle By Bharat Negi,🪷 Ayurveda,"Carrer Salamanca, 12, 46183 L'Eliana, Valencia, Spain",962 32 44 78,http://www.ayurvedabybharatnegi.com/,hola@miempresa.es,4.9,41,,"establishment, gym, health, point_of_interest, spa",39.573789,-0.526687,,OPERATIONAL,,ChIJ0z48k6leYA0R_67KU7D0W6Q,Valencia,Comunidad Valenciana,España,No,1,ayurveda · españa
Ayurveda Jaén: Centro de Yoga y naturopatía India,🪷 Ayurveda,"Pl. Almazara, local 2, 23600 Martos, Jaén, Spain",611 00 86 92,http://www.ayurvedajaen.com/,info@ayurvedajaen.com,5,21,,"establishment, gym, health, point_of_interest",37.7235059,-3.9709151,,OPERATIONAL,,ChIJCVWaeWbFbQ0R3iK6uGtRLdk,Jaén,Andalucía,España,No,1,ayurveda · españa
Centro Sevilla Bienestar,🪷 Ayurveda,"C. Vereda de Chapatales, 3, 41300 San José de la Rinconada, Sevilla, Spain",954 96 95 34,https://sevillabienestar.es/,centro@sevillabienestar.es,4.3,48,,"establishment, point_of_interest",37.4878313,-5.9363748,,OPERATIONAL,,ChIJMbYLMCpoEg0RZKjhCK3yP7s,Sevilla,Andalucía,España,No,1,ayurveda · españa
MASAJES Mojácar • Beauty & Shop,🪷 Ayurveda,"Edificio los Terreros, P.º del Mediterráneo, 8, Local 4, 04638 Ventanicas-el Cantal, Almería, Spain",657 78 95 21,https://www.instagram.com/masajesmojacar?igsh=YXk3MWg3YmRvNDhk,info@ochoproperties.com,5,99,,"establishment, point_of_interest, spa",37.1103922,-1.8439223,,OPERATIONAL,,ChIJWTh7M87Xeg0RkGV1RgMI6h8,Almería,Andalucía,España,No,1,ayurveda · españa
"Loto Azul Wellness - Terapias alternativas, gravedad cero, haloterapia, danzaterapia y masajes ayurvédicos en Almería.",🪷 Ayurveda,"C. la Marina, 2, local 15, 04007 Almería, Spain",624 44 21 82,https://lotoazulwellness.com/,lotoazulwellness@gmail.com,5,24,,"establishment, health, point_of_interest, spa",36.8303499,-2.4568595,,OPERATIONAL,,ChIJJdBlduTqCEsRaiMCL84BzJQ,Almería,Andalucía,España,No,1,ayurveda · españa
La Rueda Natural,🪷 Ayurveda,"Cam. el Jau, 6, 18320 Santa Fe, Granada, Spain",958 51 17 60,https://laruedanatural.es/,info@laruedanatural.es,4.2,20,,"establishment, point_of_interest",37.1925387,-3.7246083,,OPERATIONAL,,ChIJtedakAT_cQ0RhfvhqQ1P4eU,Granada,Andalucía,España,No,2,ayurveda · españa
FULL VITALITY SPA SIERRA NEVADA,🪷 Ayurveda,"C. Maribel, nº 10, 18196 Sierra Nevada, Granada, Spain",610 98 89 56,https://www.spafullvitality.com/spa/sierra-nevada/,info@spafullvitality.com,4.9,69,,"establishment, point_of_interest, spa",37.0925126,-3.3949595,,OPERATIONAL,,ChIJ32T-tkTdcQ0RUJQDm-h3XGw,Granada,Andalucía,España,No,1,ayurveda · españa
Sabai Salud Thai Massage,🪷 Ayurveda,"C. Alminares del Genil, 3, Genil, 18006 Granada, Spain",644 41 95 61,https://linktr.ee/sabaisaludthaimassage,sabaisalud@gmail.com,4.9,190,,"establishment, health, point_of_interest, spa",37.1665113,-3.596317,,OPERATIONAL,,ChIJ25h484r9cQ0RtIK0zGwDivg,Granada,Andalucía,España,No,1,ayurveda · españa
Ecobarrio Herbolario,🪷 Ayurveda,"C. Joaquina Eguaras, 84, Norte, 18013 Granada, Spain",958 96 36 14,http://www.herbolarioecobarrio.es/,info@herbolarioecobarrio.es,4.7,65,,"establishment, gym, health, point_of_interest",37.2032539,-3.6099119,,OPERATIONAL,,ChIJi6E0U-L8cQ0R-nUkqPyrIHY,Granada,Andalucía,España,No,2,ayurveda · españa
Ayurveda Medicina Natural Lola Peña,🪷 Ayurveda,"C. Mexuar, 88, 18630 Otura, Granada, Spain",644 79 94 46,https://www.ayurvedamedicinanatural.es/,ayurvedaw2w@gmail.com,5,26,,"establishment, health, point_of_interest",37.0876513,-3.6246261,,OPERATIONAL,,ChIJzagL3lP7cQ0Rh8gyUeGS6Q8,Granada,Andalucía,España,No,2,ayurveda · españa
Quiroesencia,🪷 Ayurveda,"C. San Jerónimo, 48, local, Centro, 18001 Centro, Granada, Spain",621 21 75 95,https://quiroesencia.com/,info@quiroesencia.com,4.9,138,,"establishment, point_of_interest",37.1796228,-3.6021412,,OPERATIONAL,,ChIJn5x3fTb9cQ0Rjr2C6t1dRUo,Granada,Andalucía,España,No,2,ayurveda · españa
BorealRelax: Centro de Masajes y Wellness Spa,🪷 Ayurveda,"C. Gral. Narváez, 5, Ronda, 18002 Granada, Spain",615 42 13 55,http://www.borealrelax.es/,info@borealrelax.es,4.8,1127,,"establishment, health, point_of_interest, spa",37.1720066,-3.6038816,,OPERATIONAL,,ChIJk3YPc7_8cQ0RYQJNe0he56I,Granada,Andalucía,España,No,1,ayurveda · españa
Shakti YOGA,🪷 Ayurveda,"Calle San Vicente de Paúl, 3, 41620 Marchena, Sevilla, Spain",678 08 30 20,http://www.shaktiyogastudio.es/,shakti.yogui@gmail.com,5,28,,"establishment, gym, health, point_of_interest",37.3251204,-5.4231018,,OPERATIONAL,,ChIJX7KCL2eZEg0RPeEJSr-c0wU,Cádiz,Andalucía,España,No,2,ayurveda · españa
Centro Medicina Natural - Ayurveda,🪷 Ayurveda,"avenida de la astronomia, 1, Torre 4. Planta 5. Módulo 4, Norte, 41015 Sevilla, Spain",696 18 25 61,http://www.cmngenerosaflores.es/,hola@miempresa.es,5,32,,"establishment, health, point_of_interest",37.4258024,-5.9739757,,OPERATIONAL,,ChIJs4nlrgVsEg0RHIbD9Cqwt2Q,Sevilla,Andalucía,España,No,1,ayurveda · españa
Masajes Tantra Sevilla,🪷 Ayurveda,"C. Albuera, 13, Casco Antiguo, 41001 Sevilla, Spain",661 96 66 61,https://www.tantrasevilla.com/,tantracenter117@gmail.com,4.8,49,,"establishment, point_of_interest",37.3888689,-6.001712,,OPERATIONAL,,ChIJlevyvSRtEg0RBYgiEEQkxP0,Sevilla,Andalucía,España,No,2,ayurveda · españa
Ocean yoga Studio,🪷 Ayurveda,"Calle Grupo Oscar Carvallo, n°9, 41018 Sevilla, Spain",676 05 24 00,http://www.oceanyogastudio.es/,contacto@oceanyogastudio.es,5,52,,"establishment, gym, health, point_of_interest",37.3850139,-5.9778551,,OPERATIONAL,,ChIJk2QWM5ptEg0R7ww6kZbDS8Q,Sevilla,Andalucía,España,No,2,ayurveda · españa
yuj es yoga,🪷 Ayurveda,"Calle Dr. Antonio Cortés Lladó, 3, local, 41004 Sevilla, Spain",644 53 67 75,https://yuj.es/,hola@yuj.es,5,80,,"establishment, gym, health, point_of_interest",37.3779037,-5.9814373,,OPERATIONAL,,ChIJR6Fux-NvEg0RfIax_QwF6gk,Sevilla,Andalucía,España,No,2,ayurveda · españa
Guruveda Yoga,🪷 Ayurveda,"C. San Hermenegildo, 13, Casco Antiguo, 41003 Sevilla, Spain",627 34 77 46,https://guruvedayoga.com/,guruvedayoga@gmail.com,5,38,,"establishment, gym, health, point_of_interest",37.399175,-5.984868,,OPERATIONAL,,ChIJ-VF-6zltEg0RvBRnBRP4-XI,Sevilla,Andalucía,España,No,2,ayurveda · españa
MAR. Movimiento y Bienestar,🪷 Ayurveda,"C. Duque de Ahumada, 7, 21004 Huelva, Spain",644 35 53 83,http://www.marmovimientoybienestar.com/,mar.movimientoybienestar@gmail.com,5,43,,"establishment, gym, health, point_of_interest",37.2605854,-6.9443299,,OPERATIONAL,,ChIJe8Fup1HPEQ0RwTYYoW081Cs,Cádiz,Andalucía,España,No,1,ayurveda · españa
Ayurfeel,🪷 Ayurveda,"P.º de Almería, 37, 6º3, 04001 Almería, Spain",652 27 00 91,https://www.ayurfeel.es/,laura@ayurfeel.es,5,224,,"establishment, health, point_of_interest, spa",36.8388372,-2.4631576,,OPERATIONAL,,ChIJSyo1RVefeg0RJah_uv6h8p0,Almería,Andalucía,España,No,2,ayurveda · españa
Shama Yoga Studio,🪷 Ayurveda,"C. Catalanes, 4, Entreplanta, 18600 Motril, Granada, Spain",647 18 15 87,https://shama-yoga-studio.my.canva.site/shama-yoga-studio-my-canva-site?fbclid=PAAaZQcBvqmZuaF8_CZqrR4TmPCaradAB-Z8qVeRIIOHUg7tYobqUQk1Ewel0,shama.studio.yoga@gmail.com,5,21,,"establishment, gym, health, point_of_interest",36.7458683,-3.5196222,,OPERATIONAL,,ChIJ62qmGf6RcQ0R9QawUjDHWOE,Málaga,Andalucía,España,No,1,ayurveda · españa
Shiva center Torrox,🪷 Ayurveda,"Av. Europa, 82, bajo 5, 29770 Torrox Costa, Málaga, Spain",606 61 42 94,http://www.centroshivatorrox.com/,centroshivatorrox@gmail.com,4.8,56,,"establishment, gym, health, point_of_interest, spa, store",36.7291949,-3.9622846,,OPERATIONAL,,ChIJvdmOeW46cg0Rc9uI_xf-xww,Málaga,Andalucía,España,No,1,ayurveda · españa
Centro Hara,🪷 Ayurveda,"C. Juan Sebastián Elcano, 14, 29640 Fuengirola, Málaga, Spain",634 70 22 98,http://www.haraformacion.com/,info@haraformacion.com,5,122,,"establishment, health, point_of_interest",36.5446361,-4.6185158,,OPERATIONAL,,ChIJWz0XzUPicg0RlUm1s3rqG3A,Málaga,Andalucía,España,No,1,ayurveda · españa
"Centro de Naturopatía, Quiromasaje y Osteopatía, Cháman",🪷 Ayurveda,"C. Montes de Oca, 20, Distrito Centro, 29007 Málaga, Spain",675 87 74 77,http://chamancenter.com/,info@chamancenter.com,4.6,82,,"establishment, health, point_of_interest",36.7196883,-4.4301849,,OPERATIONAL,,ChIJhanCQ5j3cg0RMpDCsyigPAU,Málaga,Andalucía,España,No,1,ayurveda · españa
Yantra Yoga & Wellness Center,🪷 Ayurveda,"Carril del Sanatorio, 2, 29620 Torremolinos, Málaga, Spain",616 58 12 21,https://www.yantrawellness.net/,info@yantrawellness.net,5,41,,"establishment, gym, health, point_of_interest",36.6404843,-4.4932491,,OPERATIONAL,,ChIJv6jFxrT7cg0RoXnSrjJplyk,Málaga,Andalucía,España,No,1,ayurveda · españa
Quirochema | masaje - masajista - thai massage - quiromasajista - relajante - tailandés - centro holístico en malaga,🪷 Ayurveda,"C. Manzanilla, 22, 29130 Alhaurín de la Torre, Málaga, Spain",677 09 23 51,https://www.quirochema.com/,quirochema@gmail.com,5,76,,"establishment, point_of_interest",36.6566166,-4.537975,,OPERATIONAL,,ChIJ55E3Myn7cg0Rj8CYt6mwQTQ,Málaga,Andalucía,España,Sí,5,ayurveda · españa
Bali Serenity Massage Marbella,🧖‍♀️ Spa,"Av. Ramón y Cajal, 4, Local 11, 29601 Marbella, Málaga, Spain",670 44 57 15,https://gratis-5037245.webadorsite.com/,soporte@webador.es,4.9,56,,"establishment, health, point_of_interest, spa",36.5084313,-4.8845753,,OPERATIONAL,,ChIJq_xu2VIncw0R2SRI5-8DNK0,Málaga,Andalucía,España,No,1,ayurveda · españa
Ayurveda Yoga Health - Yoga Vidya Torrox Costa,🪷 Ayurveda,"Av. América, Bl.88, local 6 bajo, 29770 Torrox Costa, Málaga, Spain",644 59 73 53,http://www.ayurveda-yoga-health.com/,ayurvedayogatorrox@gmail.com,5,62,,"establishment, gym, health, point_of_interest, spa",36.730556,-3.9641602,,OPERATIONAL,,ChIJifKpWXE7cg0RHprcvaD_wpQ,Málaga,Andalucía,España,No,2,ayurveda · españa
Herbolario Mare Nostrum,🪷 Ayurveda,"Av. del Mediterráneo, 77, 29730 Rincón de la Victoria, Málaga, Spain",952 40 69 29,https://herbolariomarenostrum.es/,marenostrumherbolario@gmail.com,4.9,48,,"book_store, establishment, food, grocery_or_supermarket, gym, health, point_of_interest, store",36.7157172,-4.2884516,,OPERATIONAL,,ChIJY6Dh33Facg0R17hGVmXVU50,Málaga,Andalucía,España,No,1,ayurveda · españa
Royal Thai Massage Center,🪷 Ayurveda,"Av. del Mar, 20, lacal3 29602 Marbella, Málaga, Spain",684 12 80 26,https://www.fresha.com/book-now/royal-thai-massage-center-k3r8evi1/gift-cards?share=true&pId=2589353,hello@fresha.com,4.9,218,,"establishment, point_of_interest",36.5073681,-4.8868104,,OPERATIONAL,,ChIJt89yGjoncw0RyyMAoFSmEzo,Málaga,Andalucía,España,No,1,ayurveda · españa
Gemburu Wellness,🧖‍♀️ Spa,"C. Almendro, 27, 351 A, 29679 Benahavís, Málaga, Spain",611 82 15 51,https://www.gemburu-wellness.com/,info.gemburu@gmail.com,5,16,,"establishment, health, point_of_interest, school, spa",36.4827424,-5.0384305,,OPERATIONAL,,ChIJ94-C4vsrcw0RLINN2IKWViY,Málaga,Andalucía,España,No,1,ayurveda · españa
Full Vitality Spa - Home Massage Service Marbella,🧖‍♀️ Spa,"C. los Tilos, sn, Nueva Andalucía, 29660 Marbella, Málaga, Spain",610 98 89 56,https://spafullvitality.com/en/home-massage-marbella/,fullvitalityspa@gmail.com,5,140,,"establishment, point_of_interest, spa",36.4942573,-4.9642914,,OPERATIONAL,,ChIJMS_E2Qcpcw0Rn6U1E9GY0DY,Málaga,Andalucía,España,No,2,ayurveda · españa
